1.262801418439716343e+02 6.722109972828206992e+01 1.070000000000000000e+02 1.210124113475177268e+02 6.152229957321507214e+01 1.050000000000000000e+02 2.921690307328605130e+00 2.104231529743500673e+01 1.516926765475152479e+02 5.457932301574486900e+01 1.185000000000000000e+02 1.440431560592850815e+02 4.831902630645683416e+01 1.150000000000000000e+02 4.226242371403661657e+00 2.544345646698701913e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.480774231678487070e+02 6.681423321261867443e+01 1.440000000000000000e+02 4.302245862884160488e+01 4.873194123039634462e+01 2.400000000000000000e+01 1.185215721040189152e+02 7.551485306522349106e+01 1.762105492589363678e+02 3.616492846495480507e+01 1.700000000000000000e+02 5.911726242371403828e+01 4.959870987336278603e+01 5.700000000000000000e+01 1.498740191804707820e+02 6.122078539804027741e+01 1.650000000000000000e+02 0.000000000000000000e+00
1.480774231678487070e+02 6.681423321261867443e+01 1.440000000000000000e+02 4.302245862884160488e+01 4.873194123039634462e+01 2.400000000000000000e+01 1.185215721040189152e+02 7.551485306522349106e+01 1.762105492589363678e+02 3.616492846495480507e+01 1.700000000000000000e+02 5.911726242371403828e+01 4.959870987336278603e+01 5.700000000000000000e+01 1.498740191804707820e+02 6.122078539804027741e+01 1.650000000000000000e+02 0.000000000000000000e+00
1.252500000000000000e+02 6.880145935728886286e+01 1.070000000000000000e+02 1.197497044917257654e+02 6.360480034077787082e+01 1.050000000000000000e+02 3.350177304964538916e+00 2.122896706205354889e+01 1.516926765475152479e+02 5.457932301574486900e+01 1.185000000000000000e+02 1.440431560592850815e+02 4.831902630645683416e+01 1.150000000000000000e+02 4.226242371403661657e+00 2.544345646698701913e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.591075650118203200e+01 3.956995125963787530e+01 0.000000000000000000e+00 3.404462174940898223e+01 5.491053938125735101e+01 0.000000000000000000e+00 1.217461583924349924e+02 6.984050757436126844e+01 3.638666085440279119e+01 4.309503716606402435e+01 1.200000000000000000e+01 4.676809067131647879e+01 6.118233723015023173e+01 1.250000000000000000e+01 1.481512641673932080e+02 5.566978440734911260e+01 1.390000000000000000e+02 0.000000000000000000e+00
4.385342789598108304e+00 1.764904039243347356e+01 0.000000000000000000e+00 1.105596926713947994e+02 6.359327009831152111e+01 9.400000000000000000e+01 1.142106973995271915e+02 7.060132795974250541e+01 5.314734088927637323e+00 1.898453876942016549e+01 0.000000000000000000e+00 1.344019180470793344e+02 5.072789880659782824e+01 1.230000000000000000e+02 1.418984306887532796e+02 5.788246566869575105e+01 1.380000000000000000e+02 0.000000000000000000e+00
2.773167848699763738e+01 3.908209657975383067e+01 3.000000000000000000e+00 3.510845153664302387e+01 5.455860708502853385e+01 2.000000000000000000e+00 1.215011820330969243e+02 7.011344234636587203e+01 3.651351351351351582e+01 4.310849373824830622e+01 1.300000000000000000e+01 4.698081952920662729e+01 6.116803772179978438e+01 1.500000000000000000e+01 1.487136006974716622e+02 5.565394241081859406e+01 1.405000000000000000e+02 0.000000000000000000e+00
1.264335106382978751e+02 6.704412875796201376e+01 1.070000000000000000e+02 1.199376477541371173e+02 6.323087513886137145e+01 1.050000000000000000e+02 3.361111111111111160e+00 2.129873581292535434e+01 1.520867480383609518e+02 5.454522186266400041e+01 1.190000000000000000e+02 1.444415867480383611e+02 4.832740198181794966e+01 1.150000000000000000e+02 4.232781168265039362e+00 2.547968483947178697e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.691341607565011884e+01 3.966219516676133594e+01 0.000000000000000000e+00 3.364952718676122601e+01 5.505335457225331908e+01 0.000000000000000000e+00 1.219391252955082763e+02 6.943779522264127024e+01 3.651351351351351582e+01 4.310849373824830622e+01 1.300000000000000000e+01 4.698081952920662729e+01 6.116803772179978438e+01 1.500000000000000000e+01 1.487136006974716622e+02 5.565394241081859406e+01 1.405000000000000000e+02 0.000000000000000000e+00
1.086838061465721097e+02 6.105841889453865434e+01 1.070000000000000000e+02 1.085073877068557948e+02 6.148604421626951222e+01 1.050000000000000000e+02 1.082789598108747100e+02 6.263831659812236552e+01 1.271970357454228377e+02 5.331618823997777668e+01 1.210000000000000000e+02 1.272833478639930291e+02 5.393183976873614682e+01 1.210000000000000000e+02 1.277890148212728860e+02 5.390328403058811801e+01 1.220000000000000000e+02 0.000000000000000000e+00
1.078776595744680833e+02 6.217157052670015105e+01 1.070000000000000000e+02 1.077183806146572067e+02 6.257245119034899261e+01 1.050000000000000000e+02 1.089645390070921991e+02 6.165784330369605470e+01 1.271970357454228377e+02 5.331618823997777668e+01 1.210000000000000000e+02 1.272833478639930291e+02 5.393183976873614682e+01 1.210000000000000000e+02 1.277890148212728860e+02 5.390328403058811801e+01 1.220000000000000000e+02 0.000000000000000000e+00
